CT_id,manufacturer,model,capacity_ton,capacity_kW,fan_motor_hp,hp_per_fan,num_fan,total_fan_hp,total_fan_kW,airflow_cfm,airflow_kg_per_hour,water_flow_gpm,waterflow_kg_per_hour,LG_ratio
CT1,EVAPCO,AT 14-2E4,33,145,2,2,1,2,1.491402067,9600,18326.41,99,22485.346,1.226936849
CT2,EVAPCO,AT 14-2F4,39,171,3,3,1,3,2.237103101,10900,20808.11,117,26573.59072,1.277078555
CT3,EVAPCO,AT 14-3E4,37,163,2,2,1,2,1.491402067,9500,18135.51,111,25210.84248,1.390137061
CT4,EVAPCO,AT 14-3F4,43,189,3,3,1,3,2.237103101,10700,20426.31,129,29299.08721,1.434379868
CT5,EVAPCO,AT 14-2F6,57,251,3,3,1,3,2.237103101,15300,29207.71,171,38838.3249,1.32972835
CT6,EVAPCO,AT 14-2G6,67,295,5,5,1,5,3.728505168,18000,34362.02,201,45652.06612,1.328561921
CT7,EVAPCO,AT 14-3F6,64,281,3,3,1,3,2.237103101,15100,28825.91,192,43607.94375,1.512803532
CT8,EVAPCO,AT 14-3G6,74,325,5,5,1,5,3.728505168,17700,33789.32,222,50421.68496,1.492237524
CT9,EVAPCO,AT 14-2E9,76,334,(2) 2,2,2,4,2.982804134,21200,40470.82,228,51784.43321,1.279549921
CT10,EVAPCO,AT 14-2F9,90,396,(2) 3,3,2,6,4.474206201,24100,46006.92,270,61323.6709,1.332922718
CT11,EVAPCO,AT 14-3E9,86,378,(2) 2,2,2,4,2.982804134,20800,39707.22,258,58598.17442,1.47575621
CT12,EVAPCO,AT 14-3F9,100,440,(2) 3,3,2,6,4.474206201,23600,45052.42,300,68137.41211,1.512402895
CT13,EVAPCO,AT 14-2F12,115,506,(2) 3,3,2,6,4.474206201,31000,59179.03,345,78358.02393,1.324084341
CT14,EVAPCO,AT 14-2G12,137,602,(2) 5,5,2,10,7.457010335,36400,69487.63,411,93348.25459,1.343379407
CT15,EVAPCO,AT 14-3F12,129,567,(2) 3,3,2,6,4.474206201,30400,58033.63,387,87897.26162,1.5145919
CT16,EVAPCO,AT 14-3G12,150,659,(2) 5,5,2,10,7.457010335,35700,68151.33,450,102206.1182,1.499693627
CT17,EVAPCO,AT 17-2G9,113,497,5,5,1,5,3.728505168,32100,61278.93,339,76995.27569,1.256472287
CT18,EVAPCO,AT 17-2H9,135,593,7.5,7.5,1,7.5,5.592757752,36500,69678.53,405,91985.50635,1.320141267
CT19,EVAPCO,AT 17-2I9,149,655,10,10,1,10,7.457010335,40100,76550.94,447,101524.744,1.326237791
CT20,EVAPCO,AT 17-2J9,171,752,15,15,1,15,11.1855155,45600,87050.44,513,116514.9747,1.338476563
CT21,EVAPCO,AT 17-3G9,129,567,5,5,1,5,3.728505168,31600,60324.43,387,87897.26162,1.457075752
CT22,EVAPCO,AT 17-3H9,152,668,7.5,7.5,1,7.5,5.592757752,36000,68724.03,456,103568.8664,1.507025463
CT23,EVAPCO,AT 17-3I9,168,739,10,10,1,10,7.457010335,39400,75214.64,504,114470.8523,1.521922589
CT24,EVAPCO,AT 17-3J9,193,848,15,15,1,15,11.1855155,44700,85332.34,579,131505.2054,1.541094566
CT25,EVAPCO,AT 17-3K9,213,936,20,20,1,20,14.91402067,48900,93350.14,639,145132.6878,1.554713062
CT26,EVAPCO,AT 17-4G9,143,629,5,5,1,5,3.728505168,31100,59369.93,429,97436.49932,1.641175978
CT27,EVAPCO,AT 17-4H9,164,721,7.5,7.5,1,7.5,5.592757752,35300,67387.73,492,111745.3559,1.658244806
CT28,EVAPCO,AT 17-4I9,179,787,10,10,1,10,7.457010335,38700,73878.33,537,121965.9677,1.650903047
CT29,EVAPCO,AT 17-4J9,202,888,15,15,1,15,11.1855155,44000,83996.04,606,137637.5725,1.638619792
CT30,EVAPCO,AT 17-4K9,220,967,20,20,1,20,14.91402067,48100,91822.94,660,149902.3066,1.632514726
CT31,EVAPCO,AT 214-2G9,225,989,(2) 5,5,2,10,7.457010335,63700,121603.36,675,153309.1773,1.260731456
CT32,EVAPCO,AT 214-2H9,269,1183,(2) 7.5,7.5,2,15,11.1855155,72400,138211.66,807,183289.6386,1.326151732
CT33,EVAPCO,AT 214-2I9,298,1310,(2) 10,10,2,20,14.91402067,79400,151574.67,894,203049.4881,1.339600388
CT34,EVAPCO,AT 214-2J9,342,1503,(2) 15,15,2,30,22.37103101,90300,172382.78,1026,233029.9494,1.35181686
CT35,EVAPCO,AT 214-3G9,259,1139,(2) 5,5,2,10,7.457010335,62700,119694.36,777,176475.8974,1.474387792
CT36,EVAPCO,AT 214-3H9,303,1332,(2) 7.5,7.5,2,15,11.1855155,71300,136111.76,909,206456.3587,1.516814954
CT37,EVAPCO,AT 214-3I9,336,1477,(2) 10,10,2,20,14.91402067,78000,148902.07,1008,228941.7047,1.537532051
CT38,EVAPCO,AT 214-3J9,385,1692,(2) 15,15,2,30,22.37103101,88600,169137.48,1155,262329.0366,1.550981118
CT39,EVAPCO,AT 214-3K9,426,1873,(2) 20,20,2,40,29.82804134,96900,184982.19,1278,290265.3756,1.569153122
CT40,EVAPCO,AT 214-4G9,287,1262,(2) 5,5,2,10,7.457010335,61600,117594.46,861,195554.3728,1.662955729
CT41,EVAPCO,AT 214-4H9,328,1442,(2) 7.5,7.5,2,15,11.1855155,70000,133630.06,984,223490.7117,1.672458333
CT42,EVAPCO,AT 214-4I9,358,1574,(2) 10,10,2,20,14.91402067,76700,146420.37,1074,243931.9354,1.665969959
CT43,EVAPCO,AT 214-4J9,404,1776,(2) 15,15,2,30,22.37103101,87100,166273.98,1212,275275.1449,1.655551569
CT44,EVAPCO,AT 214-4K9,441,1939,(2) 20,20,2,40,29.82804134,95300,181927.79,1323,300485.9874,1.651677269
CT45,EVAPCO,AT 17-2H12,164,721,7.5,7.5,1,7.5,5.592757752,46000,87814.04,492,111745.3559,1.272522645
CT46,EVAPCO,AT 17-2I12,180,791,10,10,1,10,7.457010335,50500,96404.55,540,122647.3418,1.272215347
CT47,EVAPCO,AT 17-2J12,208,914,15,15,1,15,11.1855155,57500,109767.55,624,141725.8172,1.291144928
CT48,EVAPCO,AT 17-2K12,229,1007,20,20,1,20,14.91402067,63000,120267.06,687,156034.6737,1.29740162
CT49,EVAPCO,AT 17-3H12,184,809,7.5,7.5,1,7.5,5.592757752,45400,86668.64,552,125372.8383,1.446576725
CT50,EVAPCO,AT 17-3I12,203,892,10,10,1,10,7.457010335,49700,94877.34,609,138318.9466,1.457871185
CT51,EVAPCO,AT 17-3J12,234,1029,15,15,1,15,11.1855155,56400,107667.65,702,159441.5443,1.480867686
CT52,EVAPCO,AT 17-3K12,258,1134,20,20,1,20,14.91402067,61700,117785.36,774,175794.5232,1.492498987
